State,Pin Code,Sub District,seller_type,layout_type,furnish_type,floors,bathrooms,bedroom,Waterfront_View,Condition of the House,car_parking,grade,area_basement,living_area,price
Karnataka,583102,Hagaribommanahalli,1,1,1,2,3,3,0,1,0,9,0,1200,16000
Karnataka,583214,Hagaribommanahalli,1,1,1,2,3,1,0,1,0,7,0,650,8000
Karnataka,583132,Hospet,1,1,1,2,3,1,0,1,0,8,0,500,8500
Karnataka,583201,Hospet,1,1,1,2,3,3,0,2,0,8,0,1540,34000
Karnataka,583201,Hospet,1,0,0,2,3,1,0,1,0,8,0,250,1700
Karnataka,583201,Hospet,1,1,1,1,2,2,0,2,0,8,560,1200,17500
Karnataka,583201,Hospet,1,1,1,1,2,4,0,1,0,7,0,5000,100000
Karnataka,583221,Hospet,1,1,1,2,2,2,0,3,0,8,0,1350,21000
Karnataka,583223,Hospet,1,1,2,3,2,3,0,1,0,8,0,1500,20000
Karnataka,583223,Hospet,1,1,1,1,2,1,0,1,0,7,550,550,8000
Karnataka,583239,Hospet,1,1,1,2,3,1,0,3,0,7,1000,1200,10000
Karnataka,583126,Kudligi,1,1,1,2,3,1,0,1,0,10,0,552,8500
Karnataka,583126,Kudligi,1,1,1,2,3,3,0,1,0,7,0,1500,28000
Karnataka,583126,Kudligi,1,1,1,1,1,2,0,2,0,7,0,450,8000
Karnataka,583126,Kudligi,1,1,1,1,2,3,0,1,0,8,1600,1415,20000
Karnataka,583126,Kudligi,1,1,1,1,3,3,0,2,0,11,1700,1600,21000
Karnataka,583126,Kudligi,1,0,2,1,2,1,0,2,0,7,0,250,9000
Karnataka,583130,Kudligi,1,1,2,2,2,3,0,3,0,7,500,1264,20000
Karnataka,583135,Kudligi,1,1,1,2,3,2,0,1,0,8,0,1400,17500
Karnataka,583114,Siruguppa,1,1,1,1,2,3,0,3,0,7,700,1239,23000
Karnataka,583120,Siruguppa,1,1,1,2,4,2,0,2,0,10,1040,1200,15500
Karnataka,583120,Siruguppa,1,1,1,1,2,1,0,1,0,7,880,730,11000
Karnataka,583120,Siruguppa,1,1,1,1,1,4,0,1,0,7,0,2200,45000
Karnataka,583120,Siruguppa,1,1,1,1,1,2,0,2,0,7,500,1200,8000
Karnataka,562110,Devanahalli,1,1,1,2,3,2,0,1,0,10,0,900,14000
Karnataka,562135,Devanahalli,1,1,1,2,3,2,0,1,0,8,0,1250,25000
Karnataka,561203,Dod Ballapur,1,1,1,2,3,1,0,1,0,7,0,600,6500
Karnataka,561203,Dod Ballapur,1,0,1,1,1,1,0,1,0,7,1010,800,12000
Karnataka,561203,Dod Ballapur,1,1,1,1,2,2,0,1,0,8,0,900,15000
Karnataka,561203,Dod Ballapur,1,1,0,1,1,8,0,1,0,6,0,3100,100000
Karnataka,561203,Dod Ballapur,1,1,1,2,2,1,0,1,0,9,240,500,8500
Karnataka,561203,Dod Ballapur,0,1,2,2,2,1,0,3,0,7,0,500,20000
Karnataka,561204,Dod Ballapur,1,1,1,2,3,2,0,1,0,9,790,1100,16000
Karnataka,561204,Dod Ballapur,1,1,1,2,2,2,0,2,0,7,0,650,11700
Karnataka,561204,Dod Ballapur,1,1,2,2,2,4,0,1,0,7,265,2200,26000
Karnataka,591212,Athani,1,1,1,2,3,2,0,2,0,7,0,600,10000
Karnataka,591212,Athani,1,1,1,2,3,3,0,1,0,10,0,1475,27000
Karnataka,591212,Athani,1,1,1,1,1,1,0,1,0,7,0,850,16000
Karnataka,591212,Athani,1,1,1,1,2,2,0,1,0,8,290,1250,12000
Karnataka,591212,Athani,1,1,1,1,2,3,0,1,0,8,290,1500,28000
Karnataka,591220,Athani,1,1,1,1,3,1,0,1,0,7,910,618,9000
Karnataka,591232,Athani,1,1,0,1,2,2,0,2,0,7,0,650,8500
Karnataka,591240,Athani,1,1,1,1,2,1,0,3,0,7,0,500,12000
Karnataka,591265,Athani,1,1,1,1,2,3,0,1,0,7,600,1340,22000
Karnataka,591265,Athani,1,1,1,2,3,2,0,3,0,9,0,1075,22000
Karnataka,591265,Athani,1,1,1,2,3,2,0,2,0,9,800,840,8000
Karnataka,591265,Athani,1,1,1,2,2,2,0,2,0,7,540,840,8000
Karnataka,591304,Athani,1,1,1,2,2,2,0,1,0,8,0,840,8000
Karnataka,591304,Athani,1,1,1,2,3,2,0,1,0,8,0,840,8000
Karnataka,591304,Athani,1,1,1,1,1,2,0,2,0,7,0,840,8000
Karnataka,591304,Athani,1,1,1,1,3,2,0,2,0,8,880,1000,21000
Karnataka,591304,Athani,1,1,1,2,1,2,0,2,0,7,500,1000,21000
Karnataka,591304,Athani,1,1,1,1,2,2,0,2,0,8,0,1000,21000
Karnataka,591316,Athani,1,1,1,2,3,2,0,2,0,10,0,1000,21000
Karnataka,591316,Athani,1,1,1,2,2,2,0,1,0,7,0,1000,21000
Karnataka,591316,Athani,1,1,1,2,3,2,0,3,0,8,0,1000,21000
Karnataka,591316,Athani,1,1,1,1,2,2,0,2,0,6,560,1000,21000
Karnataka,591316,Athani,1,1,1,1,2,2,0,1,0,7,380,1000,21000
Karnataka,591316,Athani,1,1,1,1,2,2,0,1,0,7,1000,1000,21000
Karnataka,591214,Chikodi,1,1,1,2,3,2,0,1,0,9,710,1000,21000
Karnataka,591222,Chikodi,1,1,1,2,4,2,0,1,0,8,1600,1000,21000
Karnataka,591222,Chikodi,1,1,1,3,4,2,0,2,0,8,0,1000,21000
Karnataka,591222,Chikodi,1,1,1,1,1,2,0,1,0,6,0,1000,21000
Karnataka,591222,Chikodi,1,1,1,1,2,1,0,2,0,6,0,550,9000
Karnataka,591222,Chikodi,1,1,1,2,1,2,0,1,0,7,0,1000,21000
Karnataka,591222,Chikodi,1,1,1,1,3,2,0,1,0,8,840,1000,21000
Karnataka,591222,Chikodi,1,1,1,1,2,2,0,1,0,7,0,1000,21000
Karnataka,591222,Chikodi,1,1,1,1,1,2,0,3,0,6,0,1000,21000
Karnataka,591222,Chikodi,1,1,1,2,2,2,0,1,0,7,380,1000,21000
Karnataka,591222,Chikodi,1,1,1,2,2,2,0,1,0,9,0,1000,21000
Karnataka,591229,Chikodi,1,1,1,2,3,1,0,1,0,8,770,550,9000
Karnataka,591229,Chikodi,1,1,1,1,2,1,0,1,0,8,480,550,9000
Karnataka,591229,Chikodi,1,1,1,1,2,1,0,3,0,8,800,550,9000
Karnataka,591229,Chikodi,1,1,1,2,4,1,0,1,0,7,600,550,9000
Karnataka,591229,Chikodi,1,1,1,2,3,1,0,2,0,7,0,550,9000
Karnataka,591229,Chikodi,1,1,1,1,2,1,0,1,0,7,0,550,9000
Karnataka,591229,Chikodi,1,1,1,1,2,1,0,1,0,8,570,550,9000
Karnataka,591229,Chikodi,1,1,1,2,4,1,0,1,0,9,1490,1100,8500
Karnataka,591237,Chikodi,1,1,0,2,3,1,0,1,0,8,620,500,5000
Karnataka,591237,Chikodi,1,1,0,3,4,1,0,2,0,9,0,500,5000
Karnataka,591237,Chikodi,1,1,0,1,2,1,0,1,0,7,0,500,5000
Karnataka,591239,Chikodi,1,1,0,1,2,1,0,2,0,7,1010,500,5000
Karnataka,591241,Chikodi,1,1,0,1,2,1,0,1,0,8,1250,500,5000
Karnataka,591224,Gokak,1,1,0,1,1,1,0,1,0,6,0,500,5000
Karnataka,591224,Gokak,1,1,0,3,2,1,0,1,0,8,0,500,5000
Karnataka,591227,Gokak,1,1,0,1,1,1,0,2,0,7,0,500,5000
Karnataka,591227,Gokak,1,1,0,1,3,1,0,2,0,8,1270,500,5000
Karnataka,591227,Gokak,1,1,0,1,1,1,0,2,0,7,600,500,5000
Karnataka,591227,Gokak,1,1,0,1,1,1,0,2,0,7,120,500,5000
Karnataka,591227,Gokak,1,1,0,1,2,1,0,2,0,8,650,500,5000
Karnataka,591227,Gokak,1,1,0,2,3,1,0,1,0,9,0,500,5000
Karnataka,591227,Gokak,1,1,1,2,1,2,0,1,0,8,180,1000,14000
Karnataka,591227,Gokak,1,1,1,2,3,2,0,2,0,7,0,1000,13500
Karnataka,591233,Gokak,1,1,1,1,2,2,0,1,0,8,1130,1000,13500
Karnataka,591307,Gokak,1,1,1,1,1,2,0,1,0,7,450,1000,13500
Karnataka,590003,Hukkeri,1,1,1,2,2,2,0,1,0,8,0,1000,13500
Karnataka,591107,Hukkeri,1,1,1,2,1,2,0,2,0,7,0,1000,14000
Karnataka,591236,Hukkeri,1,1,1,1,1,1,0,1,0,7,0,500,8000
Karnataka,591301,Hukkeri,1,0,0,2,3,1,0,1,0,12,1640,400,4000
Karnataka,591305,Hukkeri,1,0,0,1,1,1,0,2,0,7,0,400,4000
Karnataka,591309,Hukkeri,1,0,0,1,1,1,0,1,0,7,0,400,4000
Karnataka,591313,Hukkeri,1,0,0,2,4,1,0,1,0,9,1460,400,4000
Karnataka,591313,Hukkeri,1,1,1,1,3,2,0,1,0,8,1020,1175,31000
Karnataka,591313,Hukkeri,1,1,1,2,2,2,0,2,0,7,0,1500,16000
Karnataka,591313,Hukkeri,1,1,2,1,2,2,0,1,0,8,0,1260,22000
Karnataka,591313,Hukkeri,1,1,1,1,2,2,0,1,0,7,1030,1500,16000
Karnataka,591313,Hukkeri,1,1,2,1,2,2,0,1,0,7,0,1260,22400
Karnataka,591340,Hukkeri,1,1,2,2,3,2,0,1,0,10,0,1260,22400
Karnataka,591340,Hukkeri,1,1,2,1,3,2,0,2,0,7,750,1260,20000
Karnataka,590014,Khanapur,1,1,2,1,2,2,0,1,0,7,1010,1260,20000
Karnataka,591106,Khanapur,1,1,1,1,2,2,0,3,0,7,400,850,12000
Karnataka,591106,Khanapur,1,1,1,1,2,2,0,1,0,5,640,850,12000
Karnataka,591112,Khanapur,1,1,1,2,3,2,0,3,0,9,0,850,12000
Karnataka,591112,Khanapur,1,1,1,1,3,2,0,1,0,8,1070,850,12000
Karnataka,591112,Khanapur,1,1,1,1,2,2,0,2,0,7,0,850,12000
Karnataka,591112,Khanapur,1,1,1,1,2,2,0,1,0,7,0,850,12000
Karnataka,591112,Khanapur,1,1,1,1,2,2,0,1,0,7,490,850,12000
Karnataka,591120,Khanapur,1,1,1,2,2,2,0,2,0,7,0,850,12000
Karnataka,591120,Khanapur,1,1,1,2,3,2,0,1,0,10,1310,850,12000
Karnataka,591120,Khanapur,1,1,2,2,2,2,0,1,0,8,0,1260,22000
Karnataka,591131,Khanapur,1,1,2,2,3,2,0,1,0,8,300,1260,22000
Karnataka,591302,Khanapur,1,1,2,1,3,2,0,2,0,7,650,1260,22000
Karnataka,591302,Khanapur,1,1,2,1,1,2,0,1,0,6,0,1260,22000
Karnataka,591302,Khanapur,1,1,2,1,2,2,0,1,0,7,630,1260,22000
Karnataka,591302,Khanapur,1,1,2,1,1,2,0,2,0,7,290,1260,22000
Karnataka,591302,Khanapur,1,1,2,2,3,2,0,3,0,7,0,1260,22000
Karnataka,591302,Khanapur,1,1,2,2,3,2,0,1,0,7,700,1260,22000
Karnataka,591302,Khanapur,1,1,2,2,3,2,0,1,0,7,0,1260,22000
Karnataka,591102,Parasgad,1,1,2,2,2,2,0,2,0,7,0,1260,22000
Karnataka,591110,Parasgad,1,1,2,2,3,2,0,2,0,9,990,1260,22000
Karnataka,591111,Parasgad,1,1,2,1,3,2,0,1,0,10,2000,1260,22000
Karnataka,591117,Parasgad,1,1,2,1,2,2,0,2,0,8,390,1260,22000
Karnataka,591117,Parasgad,1,1,1,2,3,2,0,1,0,8,0,1500,16000
Karnataka,591119,Parasgad,1,1,1,2,1,3,0,1,0,6,0,1600,23000
Karnataka,591119,Parasgad,1,1,1,1,2,2,0,1,0,8,800,1500,16000
Karnataka,591119,Parasgad,1,1,1,1,2,2,0,2,0,7,430,1500,16000
Karnataka,591119,Parasgad,1,1,1,1,1,2,0,2,0,6,0,1500,16000
Karnataka,591119,Parasgad,1,1,1,1,3,2,0,1,0,8,0,1500,16000
Karnataka,591119,Parasgad,1,1,1,1,3,1,0,1,0,7,760,1200,9000
Karnataka,591126,Parasgad,1,1,1,1,1,1,0,3,0,7,0,1200,9000
Karnataka,591126,Parasgad,1,1,1,2,3,1,0,1,0,8,0,1200,9000
Karnataka,591126,Parasgad,1,1,1,2,2,1,0,1,0,7,840,1200,9000
Karnataka,591126,Parasgad,1,1,0,2,3,2,0,2,0,8,0,500,5000
Karnataka,591126,Parasgad,1,1,0,2,3,2,0,2,0,7,0,500,5000
Karnataka,591126,Parasgad,1,1,1,1,2,1,0,1,0,7,0,1200,9000
Karnataka,591126,Parasgad,1,1,0,1,1,2,0,1,0,6,0,500,5000
Karnataka,591126,Parasgad,1,1,1,2,3,1,0,2,0,8,0,1200,9000
Karnataka,591126,Parasgad,1,1,1,1,1,1,0,2,0,7,0,1200,9000
Karnataka,591126,Parasgad,1,1,1,1,2,3,0,2,0,7,400,1600,23000
Karnataka,591126,Parasgad,1,1,1,1,1,3,0,1,0,6,0,1600,23000
Karnataka,591129,Parasgad,1,1,1,1,2,2,0,1,0,9,850,1200,13000
Karnataka,591129,Parasgad,1,1,1,2,3,1,0,1,0,8,0,800,15000
Karnataka,591129,Parasgad,1,1,1,1,1,1,0,1,0,7,0,800,15000
Karnataka,591129,Parasgad,1,1,1,1,1,1,0,1,0,6,0,800,15000
Karnataka,591114,Ramdurg,1,1,1,2,3,1,0,1,0,7,700,800,15000
Karnataka,591114,Ramdurg,1,1,1,2,2,1,0,1,0,8,0,800,15000
Karnataka,591114,Ramdurg,1,1,2,2,2,1,0,1,0,8,210,640,8500
Karnataka,591114,Ramdurg,1,1,2,1,3,2,0,1,0,9,0,1126,24500
Karnataka,591114,Ramdurg,1,1,0,2,3,2,0,1,0,9,0,650,9000
Karnataka,591114,Ramdurg,1,0,0,2,3,1,0,1,0,8,0,150,3500
Karnataka,591114,Ramdurg,1,1,0,1,1,2,0,1,0,6,0,650,9000
Karnataka,591114,Ramdurg,1,0,0,1,3,1,0,1,0,9,1430,150,3500
Karnataka,591114,Ramdurg,1,0,0,2,3,1,0,2,0,8,0,150,3500
Karnataka,591114,Ramdurg,1,1,0,1,2,2,0,1,0,8,1950,650,9000
Karnataka,591114,Ramdurg,1,1,0,1,2,2,0,1,0,8,0,650,9000
Karnataka,591127,Ramdurg,1,1,0,2,3,2,0,1,0,10,0,650,9000
Karnataka,591127,Ramdurg,1,1,0,1,2,2,0,2,0,7,400,650,9000
Karnataka,591127,Ramdurg,1,1,0,2,2,2,0,1,0,8,0,650,9000
Karnataka,591130,Ramdurg,1,1,1,1,2,1,0,3,0,8,440,400,11000
Karnataka,591130,Ramdurg,1,1,2,2,2,4,0,1,0,7,0,6000,65000
Karnataka,591130,Ramdurg,1,1,1,1,2,3,0,2,0,7,0,1350,22000
Karnataka,591220,Raybag,1,1,1,1,2,3,0,2,0,8,0,1200,16000
Karnataka,591235,Raybag,1,1,1,1,2,1,0,1,0,7,600,700,10000
Karnataka,591235,Raybag,1,1,1,1,1,1,1,1,0,7,450,700,10000
Karnataka,591311,Raybag,1,1,1,2,3,3,0,3,0,7,0,1200,16000
Karnataka,591311,Raybag,1,1,1,2,2,1,0,1,1,7,220,700,10000
Karnataka,591317,Raybag,1,1,1,1,3,1,0,1,0,7,0,500,8500
Karnataka,591317,Raybag,1,1,1,1,3,1,0,3,0,8,1160,500,8500
Karnataka,591317,Raybag,1,1,1,1,1,1,0,1,0,6,0,500,8500
Karnataka,591317,Raybag,1,1,1,2,2,1,0,3,0,7,860,500,8500
Karnataka,591317,Raybag,1,1,1,2,4,1,0,1,0,10,0,500,8500
Karnataka,591317,Raybag,1,1,1,1,2,1,0,1,0,7,580,500,8500
Karnataka,591102,Sampgaon,1,1,1,2,1,1,0,2,0,7,300,500,8500
Karnataka,591102,Sampgaon,1,1,1,2,4,1,0,2,0,10,300,500,8500
Karnataka,591102,Sampgaon,1,1,1,1,3,1,0,1,0,9,2060,500,8500
Karnataka,591102,Sampgaon,1,1,1,1,2,2,0,0,0,7,0,900,14800
Karnataka,591102,Sampgaon,1,1,1,1,1,1,0,2,0,6,0,600,12000
Karnataka,591102,Sampgaon,1,1,1,2,1,1,0,2,0,7,0,600,6000
Karnataka,591102,Sampgaon,0,1,1,1,1,1,0,1,0,6,0,700,14500
Karnataka,591102,Sampgaon,0,1,1,1,1,2,1,1,0,7,240,750,15000
Karnataka,591102,Sampgaon,0,1,1,2,3,2,0,1,0,9,0,1250,26000
Karnataka,591102,Sampgaon,0,0,1,1,3,1,0,2,1,9,1820,300,5500
Karnataka,591102,Sampgaon,0,1,1,1,2,2,0,2,0,6,0,1100,25000
Karnataka,591102,Sampgaon,0,1,1,1,2,3,0,2,0,7,0,2000,42000
Karnataka,591104,Sampgaon,0,1,2,1,2,2,0,1,0,6,790,1150,23000
Karnataka,591104,Sampgaon,0,1,1,1,2,2,0,1,0,7,570,700,17000
Karnataka,591104,Sampgaon,0,0,2,2,3,1,0,1,0,9,0,500,12000
Karnataka,591112,Sampgaon,0,1,1,2,2,3,0,1,0,8,0,1500,32000
Karnataka,591112,Sampgaon,0,1,1,1,1,2,0,3,0,7,600,1150,27500
Karnataka,591115,Sampgaon,0,1,1,2,3,2,0,2,0,7,0,1150,24000
Karnataka,591115,Sampgaon,0,1,1,2,2,2,0,2,0,7,0,1150,26000
Karnataka,591115,Sampgaon,0,1,1,1,2,2,0,1,0,7,1180,1200,28000
Karnataka,591118,Sampgaon,0,1,1,1,2,2,0,1,0,7,380,1200,35000
Karnataka,591121,Sampgaon,0,0,1,1,1,1,0,1,0,7,0,1500,300000
Karnataka,591125,Sampgaon,0,1,1,2,3,3,0,2,0,8,0,1200,24000
Karnataka,560083,Anekal,0,1,1,2,1,4,0,1,0,8,200,2000,75000
Karnataka,562106,Anekal,0,1,1,1,2,3,0,1,0,7,0,1800,44000
Karnataka,562125,Anekal,0,1,1,2,2,2,1,3,0,10,780,800,17000
Karnataka,562125,Anekal,0,1,1,1,1,2,0,2,0,5,0,1000,19000
Karnataka,562125,Anekal,0,1,1,1,1,3,0,1,1,5,0,1150,22000
Karnataka,560054,Bangalore North,0,0,1,2,3,1,0,1,0,7,0,250,6500
Karnataka,560057,Bangalore North,0,1,1,1,1,2,0,1,0,7,0,1000,19500
Karnataka,560064,Bangalore North,0,1,1,1,1,2,0,1,0,7,0,1200,26000
Karnataka,560066,Bangalore North,0,1,1,1,3,2,0,2,0,8,650,1400,30000
Karnataka,560073,Bangalore North,0,1,1,2,3,2,0,2,0,11,300,1100,21000
Karnataka,560073,Bangalore North,0,1,1,2,5,1,0,2,0,11,0,550,13000
Karnataka,560077,Bangalore North,0,1,1,1,1,2,0,1,0,7,0,1100,25500
Karnataka,560090,Bangalore North,0,1,1,1,1,2,0,1,0,7,0,1250,30000
Karnataka,560090,Bangalore North,0,1,1,1,1,2,0,1,0,7,0,850,16500
Karnataka,560090,Bangalore North,0,1,1,1,2,2,0,3,0,7,500,950,21000
Karnataka,560011,Bangalore South,0,1,1,2,3,4,0,1,0,8,0,2000,65000
Karnataka,560060,Bangalore South,0,1,1,1,2,2,0,1,0,8,0,1200,26000
Karnataka,585326,Aurad,0,1,1,2,3,2,0,1,0,9,970,1230,35000
Karnataka,585326,Aurad,0,1,1,1,3,2,0,2,0,8,0,1100,21000
Karnataka,585329,Aurad,0,1,1,1,2,3,0,1,0,6,1150,1500,38000
Karnataka,585329,Aurad,0,1,1,1,2,2,0,3,0,7,990,1100,23500
Karnataka,585401,Aurad,0,1,1,1,1,2,0,1,0,6,0,1400,33000
Karnataka,585401,Aurad,0,0,1,2,3,1,0,2,0,9,1200,300,7500
Karnataka,585402,Aurad,0,1,1,2,3,3,0,1,0,9,0,1800,66000
Karnataka,585403,Aurad,0,1,1,1,3,2,0,1,0,8,680,1100,23000
Karnataka,585417,Aurad,0,1,1,2,3,2,0,1,0,9,0,1100,32000
Karnataka,585421,Aurad,0,1,1,1,2,4,0,1,0,7,650,3200,50000
Karnataka,585436,Aurad,0,1,1,1,2,3,0,2,0,7,530,1800,47000
Karnataka,585436,Aurad,0,1,1,1,2,2,0,2,0,8,1450,1000,21000
Karnataka,585436,Aurad,0,1,1,1,1,2,0,2,0,7,500,1100,20500
Karnataka,585436,Aurad,0,1,1,2,3,2,0,1,0,7,0,1150,23500
Karnataka,585327,Basavakalyan,0,1,1,1,2,4,0,1,0,8,1170,1500,38000
Karnataka,585331,Basavakalyan,0,1,1,2,3,4,0,3,0,9,0,1500,37000
Karnataka,585419,Basavakalyan,0,1,1,2,3,2,0,1,0,8,1010,1100,26000
Karnataka,585419,Basavakalyan,0,1,1,2,2,3,0,1,0,8,700,1550,40000
Karnataka,585419,Basavakalyan,0,1,1,2,3,3,0,1,0,10,0,1350,35000
Karnataka,585437,Basavakalyan,0,1,1,1,2,2,0,1,0,7,0,1250,29000
Karnataka,585437,Basavakalyan,0,1,1,2,3,2,0,1,0,8,0,1100,24500
Karnataka,585437,Basavakalyan,0,1,2,1,2,1,1,1,0,7,700,600,21000
Karnataka,585437,Basavakalyan,0,1,1,1,2,3,0,1,0,7,500,1800,43000
Karnataka,585437,Basavakalyan,0,1,1,1,5,2,0,2,1,10,1950,1300,30000
Karnataka,585328,Bhalki,0,1,1,2,3,1,0,1,0,8,0,450,10000
Karnataka,585328,Bhalki,0,0,1,1,3,1,0,2,0,7,970,350,10000
Karnataka,585411,Bhalki,0,1,2,2,3,2,0,2,0,8,0,900,20000
Karnataka,585411,Bhalki,0,1,1,1,2,2,0,2,0,7,1080,900,21000
Karnataka,585413,Bhalki,0,1,1,1,2,1,0,1,0,8,960,700,14500
Karnataka,585413,Bhalki,0,1,1,1,3,2,0,2,0,8,400,1100,25000
Karnataka,585415,Bhalki,0,0,1,2,2,1,0,3,0,8,0,300,5500
Karnataka,585415,Bhalki,0,1,1,2,1,2,0,3,0,6,0,700,17000
Karnataka,585329,Homnabad,0,1,1,2,3,4,0,1,0,8,1100,2200,45000
Karnataka,585329,Homnabad,0,0,2,2,3,1,0,3,0,8,390,500,12000
Karnataka,585329,Homnabad,0,1,1,2,2,3,0,1,0,6,0,2000,42000
Karnataka,585329,Homnabad,0,1,1,2,3,2,0,1,0,10,280,1150,26000
Karnataka,585329,Homnabad,0,1,1,1,3,3,0,1,0,11,1600,1500,32000
Karnataka,585330,Homnabad,0,1,1,1,3,2,0,3,0,11,1600,1150,24000
Karnataka,585330,Homnabad,0,1,1,1,2,2,0,2,0,8,600,1200,35000
Karnataka,585330,Homnabad,0,0,1,1,2,1,0,2,0,8,870,350,12500
Karnataka,585330,Homnabad,0,1,1,1,3,3,0,1,0,8,0,1800,44000
Karnataka,585330,Homnabad,0,1,1,1,1,2,0,1,0,7,300,1400,33000
Karnataka,585330,Homnabad,0,1,1,1,1,2,0,1,0,6,0,1100,23000
Karnataka,585330,Homnabad,0,1,1,2,3,2,0,1,0,9,0,1100,20000
Karnataka,585330,Homnabad,0,1,1,2,2,3,0,1,0,8,0,1800,47000
